,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Unknown,Xinjiang,Yunnan,Zhejiang
11/19/22,1566,6578,3498,5617,1483,23685,2357,1059,9003,2066,3697,5818,2028945,68470,1869,6574,2987,1506,40330,2118,795,225,356,4616,3369,64382,2260,7426,2555,1493,979901,2320,3114,3754
11/20/22,1566,6735,3498,5652,1483,24707,2357,1069,9010,2068,3697,5979,2036681,68478,1879,6666,3052,1511,40330,2133,796,225,365,4646,3369,64393,2380,7645,2560,1495,1003837,2340,3152,3779
11/21/22,1566,7009,3738,5674,1501,25523,2357,1082,9015,2073,3714,6054,2043967,68484,1883,6744,3104,1511,40336,2155,796,226,368,4672,3418,64402,2469,7888,2567,1496,1029140,2358,3305,3820
11/22/22,1568,7405,4138,5674,1515,26406,2360,1082,9015,2073,3742,6054,2051106,68493,1896,6868,3104,1511,40336,2155,796,226,368,4709,3418,64422,2469,7888,2570,1498,1029140,2377,3305,3820
11/23/22,1570,7922,4138,5736,1516,28216,2361,1102,9025,2182,3806,6169,2059091,68502,1909,6956,3226,1512,40349,2219,796,227,375,4749,3450,64435,2626,8363,2577,1498,1080817,2396,3403,3889
11/24/22,1572,8354,4551,5787,1523,29131,2364,1178,9035,2182,3904,6468,2068310,68511,1932,7048,3259,1522,40356,2243,796,227,392,4783,3502,64453,3081,8487,2578,1498,1080817,2414,3478,3940
11/25/22,1578,8941,4811,5787,1534,30147,2366,1209,9048,2182,4012,6468,2077188,68523,1961,7161,3305,1528,40364,2295,796,227,399,4822,3592,64467,3081,8648,2588,1500,1109947,2455,3612,3940
11/26/22,1588,9691,5013,5886,1534,31556,2379,1237,9055,2182,4146,6654,2086062,68543,1991,7267,3305,1529,40375,2341,797,230,406,4874,3703,64486,3081,8769,2588,1502,1140944,2455,3612,3974
11/27/22,1588,10547,5013,5955,1539,32927,2384,1259,9065,2182,4278,6980,2094095,68543,2017,7389,3359,1529,40379,2395,797,230,410,4929,3801,64506,3081,8927,2589,1504,1175688,2475,3828,4103
11/28/22,1596,11520,5661,6019,1547,34114,2386,1277,9077,2182,4332,7144,2101888,68561,2040,7480,3385,1532,40387,2420,797,230,417,4968,3897,64532,3081,9106,2595,1509,1210962,2499,3828,4162
11/29/22,1614,11520,5829,6085,1551,35643,2395,1297,9092,2767,4434,7144,2109435,68609,2129,7587,3417,1533,40418,2457,799,230,422,5003,4043,64552,4076,9280,2602,1512,1277639,2545,4092,4239
11/30/22,1614,13840,5829,6085,1551,37254,2395,1297,9092,2767,4434,7277,2118245,68609,2129,7664,3417,1533,40418,2512,806,230,422,5049,4043,64581,4076,9453,2602,1513,1277639,2545,4092,4239
12/1/22,1616,14788,6231,6173,1551,39052,2400,1321,9121,2783,4524,7352,2128382,68629,2155,7664,3454,1533,40436,2512,808,231,436,5117,4086,64611,4291,9453,2603,1515,1308689,2566,4368,4332
12/2/22,1628,15493,6438,6344,1551,40730,2411,1356,9184,2801,4612,7508,2138378,68696,2185,7807,3481,1538,40446,2622,810,233,449,5183,4129,64643,4484,9816,2606,1516,1366751,2577,4368,4446
12/3/22,1654,16205,6701,6436,1551,42612,2411,1376,9239,2818,4723,7508,2148489,68716,2216,7862,3565,1538,40455,2644,810,234,461,5214,4169,64685,4671,10005,2606,1516,1366751,2590,4609,4708
12/4/22,1654,17236,6701,6436,1551,44315,2419,1385,9298,2818,4815,7714,2157976,68716,2282,7928,3596,1540,40464,2702,813,234,461,5249,4215,64731,4820,10190,2608,1516,1393647,2601,4698,4892
12/5/22,1668,18401,6952,6669,1559,46450,2424,1385,9298,2823,5038,7877,2167484,68729,2365,7973,3626,1543,40473,2738,819,235,484,5294,4264,64780,4933,10451,2611,1516,1418778,2613,4751,4978
12/6/22,1680,18401,7600,6669,1559,48187,2425,1415,9453,2823,5038,7877,2177436,68778,2376,7973,3626,1543,40480,2738,827,235,489,5337,4265,64813,4933,10451,2611,1516,1441108,2620,4794,4978
12/7/22,1688,20761,7600,6824,1559,49638,2425,1495,9453,2825,5156,8031,2189417,68778,2390,8050,3667,1543,40481,2796,839,237,499,5365,4296,64861,4950,10666,2612,1519,1461337,2626,4850,5077
12/8/22,1688,21951,7867,6952,1560,51041,2425,1707,9542,2825,5250,8192,2203790,68796,2397,8102,3708,1544,40481,2831,851,237,499,5386,4346,64894,4968,10810,2612,1519,1478327,2630,4895,5166
12/9/22,1691,22879,8113,7128,1561,52166,2428,1751,9731,2831,5319,8494,2217714,68829,2412,8171,3746,1545,40481,2929,878,237,510,5407,4476,64910,4985,10983,2617,1520,1491255,2632,4935,5311
12/10/22,1691,23667,8259,7176,1561,52928,2428,1753,9894,2834,5344,8538,2232091,68847,2425,8194,3769,1545,40481,2959,912,237,510,5425,4493,64918,4989,11062,2619,1520,1501667,2632,4956,5417
12/11/22,1693,24200,8362,7218,1561,53828,2430,1755,10101,2836,5357,8618,2247009,68857,2432,8215,3779,1545,40481,2989,956,237,510,5430,4507,64936,4993,11168,2623,1521,1510059,2632,4975,5523
12/12/22,1699,24767,8542,7248,1561,54625,2431,1756,10287,2838,5377,8692,2261726,68862,2441,8222,3783,1547,40481,3003,1040,238,510,5439,4536,64958,5005,11239,2627,1522,1516591,2632,4991,5768
12/13/22,1699,25249,8542,7326,1561,55674,2431,1756,10287,2839,5389,8692,2275447,68862,2442,8237,3796,1547,40481,3023,1142,238,510,5462,4564,64978,5006,11315,2627,1522,1521800,2632,5007,5858
12/14/22,1699,25249,8542,7326,1561,55674,2431,1756,10287,2839,5389,8692,2290317,68862,2442,8237,3796,1547,40481,3023,1142,238,510,5462,4564,64978,5006,11315,2627,1522,1521800,2632,5007,5858
12/15/22,1699,25249,8542,7326,1561,55674,2431,1756,10287,2839,5389,8692,2307397,68862,2442,8237,3796,1547,40481,3023,1142,238,510,5462,4564,64978,5006,11315,2627,1522,1521800,2632,5007,5858
12/16/22,1699,25249,8542,7326,1561,55674,2431,1756,10287,2839,5389,8692,2323123,68862,2442,8237,3796,1547,40481,3023,1142,238,510,5462,4564,64978,5006,11315,2627,1522,1521800,2632,5007,5858
12/17/22,1699,26660,9196,7253,1561,58258,2438,1777,10422,2877,5433,8897,2323123,68861,2462,8318,3769,1549,40480,3066,1365,239,524,5480,4678,65102,5038,11560,2695,1515,1521800,2632,5063,6029
12/18/22,1699,27063,9380,7253,1561,59190,2440,1777,10425,2891,5438,8927,2338897,68861,2541,8335,3782,1549,40480,3076,1472,239,529,5493,4678,65126,5047,11634,2737,1515,1521800,2632,5118,6074
12/19/22,1700,27845,9767,7467,1562,61178,2443,1778,10432,2914,5467,9011,2370303,68861,2749,8386,3788,1686,40480,3081,1569,239,531,5536,4751,65262,5064,11816,2777,1515,1521800,2632,5277,6161
12/20/22,1700,27845,9767,7467,1562,61178,2443,1778,10432,2914,5467,9011,2385285,68861,2749,8386,3788,1686,40485,3081,1659,239,531,5536,4751,65262,5064,11816,2777,1515,1521800,2632,5277,6161
12/21/22,1700,28860,10181,7651,1563,63739,2457,1794,10436,2943,5493,9089,2402238,68861,2983,8394,3808,1971,40485,3086,1755,239,542,5589,4797,65423,5142,12023,2913,1515,1521800,2632,5561,6235
12/22/22,1700,29410,10452,7961,1565,65379,2472,1795,10445,2958,5536,9123,2421943,68973,3076,8410,3810,1994,40485,3088,1819,240,544,5614,4821,65510,5160,12134,2971,1516,1521800,2632,5825,6267
12/23/22,1700,29994,10735,8299,1565,67122,2482,1795,10447,2971,5549,9156,2442195,69231,3185,8419,3811,2026,40485,3089,1851,241,549,5649,4852,65597,5212,12231,3022,1517,1521800,2632,6134,6297
12/24/22,1703,30301,10969,8443,1565,68517,2486,1796,10449,2982,5565,9194,2463557,69403,3275,8423,3815,2030,40485,3089,1901,241,554,5676,4889,65640,5257,12354,3074,1522,1521800,2632,6328,6320
12/25/22,1705,30643,11150,8585,1567,69704,2490,1797,10452,2996,5583,9227,2484812,69558,3362,8427,3816,2042,40485,3090,1950,241,556,5688,4914,65690,5306,12423,3132,1522,1521800,2638,6517,6339
12/26/22,1705,31273,11433,8802,1567,71702,2495,1800,10455,3010,5620,9265,2504210,69814,3505,8431,3820,2075,40485,3093,1984,255,563,5715,4936,65782,5379,12584,3183,1522,1521800,2638,6807,6367
12/27/22,1706,32167,11704,9147,1568,74017,2497,1807,10457,3023,5661,9300,2522836,70014,3710,8468,3821,2111,40485,3093,2058,275,570,5754,4962,65858,5446,12710,3242,1522,1521800,2644,7185,6388
12/28/22,1724,33163,12019,9495,1569,76260,2518,1810,10459,3037,5690,9334,2543701,70212,3923,8502,3821,2199,40485,3096,2144,290,578,5767,4966,65940,5558,12804,3339,1522,1521800,2653,7272,6409
12/29/22,1728,34071,12350,10015,1569,78678,2559,1811,10461,3049,5714,9369,2568596,70466,4183,8512,3821,2275,40485,3139,2232,321,580,5789,4992,66008,5699,12924,3402,1522,1521800,2663,7340,6434
12/30/22,1733,35308,12704,10515,1569,81453,2805,1811,10463,3062,5777,9398,2596426,70773,4470,8518,3853,2394,40492,3216,2377,416,582,5909,5004,66084,5846,13032,3449,1522,1521800,2685,7834,6456
12/31/22,1743,36026,12976,11077,1572,83268,3204,1818,10465,3075,5821,9425,2625633,70876,4621,8524,3879,2468,40499,3278,2501,474,582,6120,5020,66144,5918,13212,3511,1522,1521800,2685,7996,6472
1/1/23,1745,36466,13242,11589,1572,84840,3477,1906,10467,3086,5908,9448,2648994,70988,4846,8541,3897,2530,40529,3330,2615,554,582,6292,5035,66213,5986,13337,3576,1522,1521800,2709,8095,6486
1/2/23,1751,36877,13478,12090,1572,86687,3860,1950,10467,3099,5948,9469,2669224,71125,5074,8564,3902,2621,40559,3367,2693,617,655,6467,5042,66247,6095,13430,3645,1522,1521800,2741,8183,6526
1/3/23,1759,37697,13740,12822,1572,89606,4550,2043,10469,3114,6033,9500,2685410,71269,5416,8614,3904,2754,40588,3407,2803,719,655,6611,5108,66374,6274,13634,3821,1531,1521800,2831,8333,6571
1/4/23,1762,38495,13954,13629,1576,93018,5835,2133,10469,3150,6114,9591,2701833,71443,5853,8640,3931,2904,40646,3443,2907,793,655,6733,5171,66884,6498,13758,3947,1539,1521800,2931,8508,6624
1/5/23,1763,39335,14189,14553,1580,96165,7642,2202,10471,3179,6219,9639,2720255,71695,6266,8677,3954,3066,40683,3477,3009,918,655,6865,5255,67009,6750,13943,4101,1542,1521816,2983,8677,6706
1/6/23,1763,40243,14463,15787,1616,99673,9471,2338,10472,3215,6347,9719,2739977,71924,6649,8697,3983,3243,40712,3502,3098,1098,655,6985,5333,67022,6965,14113,4246,1585,1521816,3039,8878,7107
1/7/23,1768,40546,14596,16386,1622,101510,11517,2387,10472,3250,6498,9767,2755827,72029,6865,8719,3984,3316,40747,3526,3205,1227,773,7068,5439,67030,7077,14191,4322,1592,1521816,3058,9007,7628
1/8/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2769940,72131,7437,8847,5075,3423,40764,3282,3547,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/9/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2781581,72131,7437,8847,5075,3423,40764,3547,3282,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/10/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2790960,72131,7437,8847,5075,3423,40764,3547,3282,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/11/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2800239,72131,7437,8847,5075,3423,40764,3547,3282,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/12/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2809447,72131,7437,8847,5075,3423,40764,3547,3416,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/13/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2817707,72131,7437,8847,5075,3423,40764,3547,3416,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/14/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2825456,72131,7437,8847,5075,3423,40764,3547,3416,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/15/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2831717,72131,7437,8847,5075,3423,40764,3547,3416,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/16/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2836370,72131,7437,8847,5075,3423,40764,3547,3416,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/17/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2840213,72131,7437,8847,5075,3423,40764,3547,3439,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/18/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2844006,72131,7437,8847,5075,3423,40764,3547,3445,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/19/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2848021,72131,7437,8847,5075,3423,40764,3547,3449,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/20/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2851810,72131,7437,8847,5075,3423,40764,3547,3455,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/21/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2855317,72131,7437,8847,5075,3423,40764,3547,3462,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/22/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2858054,72131,7437,8847,5075,3423,40764,3547,3468,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/23/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2860325,72131,7437,8847,5075,3423,40764,3547,3473,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/24/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2862312,72131,7437,8847,5075,3423,40764,3547,3475,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/25/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2864607,72131,7437,8847,5075,3423,40764,3547,3476,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/26/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2867008,72131,7437,8847,5075,3423,40764,3547,3479,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/27/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2869343,72131,7437,8847,5075,3423,40764,3547,3480,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/28/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2872823,72131,7437,8847,5075,3423,40764,3547,3483,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/29/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3485,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/30/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3486,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
1/31/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3487,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/1/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3488,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/2/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3493,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/3/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3495,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/4/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3497,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/5/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3497,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/6/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3499,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/7/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3503,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/8/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3505,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/9/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3506,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/10/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3506,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/11/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3507,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/12/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3507,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/13/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3507,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/14/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3507,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/15/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3510,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/16/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3510,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/17/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3510,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/18/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3511,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/19/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3511,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/20/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3511,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/21/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3513,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/22/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3513,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/23/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3513,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/24/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3513,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/25/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/26/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/27/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
2/28/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
3/1/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
3/2/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
3/3/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
3/4/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
3/5/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
3/6/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
3/7/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
3/8/23,2275,40774,14715,17122,1742,103248,13371,2534,10483,3292,6603,9948,2876106,72131,7437,8847,5075,3423,40764,3547,3514,1276,782,7326,5880,67040,7167,14567,4392,1647,1521816,3089,9743,11848
